Hugo_Symbol	reptime	percentage_gene_gc_content	hic	cds_length
OR6K6	985	0.36648	1	1172
OR6M1	637	0.40792	-1	1053
OR6N1	985	0.36648	1	1027
OR6N2	985	0.36648	1	954
OR6S1	577	0.44493	11	996
OR6T1	830	0.36076	-5	1089
OR6V1	676	0.40761	-1	1028
OR6X1	637	0.40792	-1	1058
OR6Y1	940	0.36466	1	978
OR7A10	546	0.44971	14	930
OR7A17	546	0.44971	14	1127
OR7A5	546	0.44971	14	756.4
OR7C1	546	0.44971	14	1066
OR7C2	546	0.40491	4	960
OR7D2	471	0.46258	-63	3215
OR7D4	582	0.43049	-50	1017
OR7E24	582	0.43049	-50	1215
OR7G1	471	0.46258	-63	969
OR7G2	471	0.46258	-63	1038
OR7G3	471	0.46258	-63	939
OR8A1	746	0.38342	-1	1145
OR8B12	746	0.38342	-1	998
OR8B2	857	0.36179	0	968
OR8B3	857	0.36179	0	987
OR8B4	857	0.36179	0	983
OR8B8	824	0.38869	-10	1033
OR8D1	921	0.36906	-14	1026
OR8D2	921	0.36906	-14	1051
OR8D4	736	0.38078	-8	1075
OR8G1	921	0.36906	-14	914.5
OR8G5	921	0.36906	-14	1041
OR8H1	969	0.35347	-43	1038
OR8H2	1007	0.36101	-32	939
OR8H3	1007	0.36101	-32	939
OR8I2	1007	0.36101	-32	1010
OR8J1	963	0.35295	-36	1074
OR8J3	1007	0.3436	-38	948
OR8K1	963	0.35295	-36	1087
OR8K3	969	0.35347	-43	939
OR8K5	1007	0.3436	-38	924
OR8S1	421	0.40668	25	1644.5
OR9A2	676	0.40761	-1	1038
OR9A4	856	0.39178	-6	1093
OR9G4	828	0.37113	-34	985
OR9G9	882	0.36581	-38	918
OR9K2	828	0.37188	-2	1122
OR9Q1	744	0.40797	-13	2488
OR9Q2	828	0.38461	-25	1085
ORAI1	228	0.5057315	56	1496
ORAI2	202	0.47347	61	2743.77777777778
ORAI3	247	0.50837	46	1300.75
ORAOV1	536	0.48003	41	1140.94444444444
ORM1	425	0.52572	4	740
ORM2	425	0.52572	4	870
ORMDL1	452	0.37617	25	1370.14285714286
ORMDL2	256	0.449	38	981.4
ORMDL3	292	0.39671	18	1114.625
OS9	344	0.477205	46	1436.26086956522
OSBP	353	0.42832	6	2315.66666666667
OSBP2	303	0.488475	37	1803.05
OSBPL10	604	0.4174875	7	1427.44444444444
OSBPL11	188	0.41296	31	4191
OSBPL1A	360	0.40889	35	1278.6875
OSBPL2	252	0.54717	9	2569.6
OSBPL3	312	0.4167367	28	3002.47058823529
OSBPL5	333	0.5182	53	1571.65
OSBPL6	526	0.3926933	16	2998.88888888889
OSBPL7	217	0.49418	27	2026.5
OSBPL8	492	0.3808667	3	1748
OSBPL9	288	0.4023433	18	1903.7
OSCAR	317	0.50776	-50	1503
OSCP1	181	0.49571	29	824.307692307692
OSGEP	395	0.46254	17	1077.92307692308
OSGEPL1	452	0.37617	25	1449.625
OSGIN1	550	0.45452	-6	1275.57142857143
OSGIN2	419	0.37899	35	3092
OSM	211	0.47117	43	1106
OSMR	381	0.40646	-10	1811.8
OSR1	842	0.40479	-9	2715.75
OSR2	228	0.41058	33	1184.4
OSTC	574	0.40134	14	674.75
OSTF1	640	0.40955	7	1319
OSTM1	459	0.44151	38	1443.85714285714
OSTN	878	0.36157	7	1768
OTC	NaN	0.39278	36	1106
OTOA	466	0.44751	45	3012.28571428571
OTOF	408	0.46545	41	4340.85714285714
OTOL1	792	0.37207	-13	1434
OTOP1	584	0.458585	34	1864
OTOP2	223	0.5501	25	1866
OTOP3	223	0.5501	25	2439.5
OTOR	856	0.41154	-21	1031.66666666667
OTOS	482	0.43414	28	604
OTP	584	0.40052	42	2311.5
OTUB1	277	0.53116	42	1406.5
OTUB2	560	0.502265	38	2315
OTUD3	348	0.43225	22	2377
OTUD4	1089	0.37901	33	1758.36363636364
OTUD5	NaN	0.497775	40	1858.57142857143
OTUD6A	NaN	0.38763	16	1689
OTUD6B	935	0.35313	1	1972.5
OTUD7A	445	0.45326	13	2378
OTUD7B	451	0.46276	51	5133.75
OTX1	505	0.35356	12	1641.33333333333
OTX2	1012	0.42553	-7	1116.42857142857
OVCA2	294	0.54095	27	1025
OVCH1	539	0.371755	-5	1484.66666666667
OVCH2	823	0.43042	0	1103.75
OVGP1	461	0.41035	18	1167.25
OVOL1	287	0.47059	55	1788.66666666667
OVOL2	499	0.46381	-9	915.2
OXA1L	351	0.42587	36	1210.25
OXCT1	687	0.375665	11	1176.75
OXCT2	388	0.47877	39	1826
OXER1	378	0.39913	28	1760
OXGR1	623	0.3944	-10	1205.25
OXNAD1	517	0.41997	34	1658.44444444444
OXR1	888	0.3672833	-2	2362.58823529412
OXSM	717	0.38003	-3	885.125
OXSR1	386	0.44797	31	1649
OXT	288	0.46487	54	513
OXTR	534	0.460165	3	1559.75
P2RX1	215	0.52442	32	1823.75
P2RX3	191	0.50843	-3	1045.33333333333
P2RX4	396	0.46458	45	1559.66666666667
P2RX5	354	0.52304	20	1508.58333333333
P2RX6	192	0.51063	58	1931.75
P2RX7	396	0.464315	46	1797.29411764706
P2RY1	861	0.35569	8	3106
P2RY10	NaN	0.37018	50	1135.25
P2RY11	272	0.52452	15	1248.5
P2RY12	505	0.379285	10	1363
P2RY13	548	0.38925	15	2764
P2RY14	632	0.39166	8	1615.66666666667
P2RY2	189	0.49825	59	2313.66666666667
P2RY4	NaN	0.4263	27	1639
P2RY6	176	0.50495	56	1489
P4HA1	354	0.39819	44	2469.14285714286
P4HA2	246	0.40531	35	1293.80952380952
P4HA3	201	0.3985	37	1534.85714285714
P4HTM	241	0.47403	41	1613
PA2G4	165	0.48385	39	947.285714285714
PAAF1	159	0.43823	44	1193.06666666667
PABPC1	276	0.43094	41	935.086956521739
PABPC1L	282	0.42741	32	1170.11764705882
PABPC1L2A	NaN	0.42224	6	1656.5
PABPC1L2B	NaN	0.42224	6	1638
PABPC3	650	0.42857	30	3090
PABPC4	358	0.49965	29	1178.08
PABPC5	NaN	0.36278	-28	2241.5
PABPN1	330	0.41661	20	1193.5
PACRG	1273	0.39412	-28	884.555555555556
PACRGL	1252	0.38907	22	924.117647058824
PACS1	236	0.4780767	49	1085.13333333333
PACS2	289	0.574005	40	2193.4
PACSIN1	207	0.50882	32	2472.66666666667
PACSIN2	222	0.4913967	56	1539.09090909091
PACSIN3	184	0.45479	31	1084.54545454545
PADI1	182	0.48623	42	1896.83333333333
PADI2	194	0.522295	45	2857.2
PADI3	168	0.49559	38	3189
PADI4	210	0.50495	34	893
PADI6	210	0.50493	31	2396.5
PAEP	539	0.53143	37	749.375
PAF1	252	0.49356	32	1041.66666666667
PAFAH1B1	184	0.446065	14	1192.64285714286
PAFAH1B2	228	0.44503	46	1497.375
PAFAH1B3	218	0.56397	42	693.625
PAFAH2	221	0.471345	31	1254.14285714286
PAG1	441	0.4082933	18	3074.75
PAGE1	NaN	0.43226	14	665
PAGE2	NaN	0.3993	18	439.333333333333
PAGE2B	NaN	0.3993	18	474.5
PAGE4	NaN	0.41251	7	734
PAGE5	NaN	0.39362	18	569.666666666667
PAH	961	0.4103	-3	1008.2
PAICS	594	0.39022	27	1850.125
PAIP1	434	0.38965	19	1289.9
PAIP2	177	0.455435	41	932.25
PAIP2B	464	0.42926	30	6279
PAK1	479	0.396975	27	1070.3
PAK1IP1	410	0.431145	14	1800
PAK2	446	0.44212	41	2399.66666666667
PAK3	NaN	0.3934975	18	2480.66666666667
PAK4	286	0.50253	26	1899.92307692308
PAK6	167	0.43398	31	1618.05263157895
PAK7	786	0.3956	-46	4631
PALB2	561	0.45924	38	1755.5
PALLD	359	0.396098	-4	2017.68421052632
PALM	200	0.59216	23	1132.54545454545
PALM2	485	0.415545	4	2944
PALM2-AKAP2	485	0.42372	18	4525.33333333333
PALMD	540	0.38219	-15	2997.5
PAM	550	0.353635	9	1563.31034482759
PAMR1	410	0.423205	0	1951.375
PAN2	184	0.47881	52	1803.1
PAN3	616	0.393655	57	3097.8
PANK1	345	0.402045	18	2085.33333333333
PANK2	170	0.47888	37	1872.14285714286
PANK3	432	0.43094	32	3790.33333333333
PANK4	228	0.6346	38	1128.75
PANX1	774	0.41361	-16	2759.5
PANX3	746	0.38342	-1	1667
PAOX	472	0.56058	10	1241.81818181818
PAPD4	684	0.39318	28	1299.35294117647
PAPD5	418	0.43032	24	4202.6
PAPD7	557	0.4509	28	1378.33333333333
PAPL	254	0.49095	29	1934.5
PAPLN	269	0.48653	45	3633
PAPOLA	576	0.413165	19	1256.48
PAPOLG	436	0.435665	18	3227.14285714286
PAPPA	553	0.4140667	-19	3611.25
PAPPA2	863	0.396784	-10	3074.8
PAPSS1	679	0.38155	4	871.375
PAPSS2	169	0.396615	46	2092.4
PAQR3	699	0.34708	18	2113.85714285714
PAQR4	234	0.56486	49	1879.8
PAQR5	210	0.41307	29	2520.66666666667
PAQR6	211	0.49587	33	1580.25
PAQR7	372	0.53335	24	3297
PAQR8	431	0.42964	33	3325
PAQR9	422	0.40874	17	1425
PARD3	776	0.4086533	0	4383.21428571429
PARD3B	973	0.37557	-1	2364.54545454545
PARD6A	147	0.49385	41	1240
PARD6B	161	0.49248	43	2568.5
PARG	454	0.4067614	28	1144.33333333333
PARK2	1243	0.4059013	-30	2059
PARK7	207	0.45277	26	811.3
PARL	408	0.448805	37	867.5
PARM1	775	0.39282	18	4659.5
PARN	367	0.4428433	31	1048.2
PARP1	409	0.42923	9	1157.7
PARP10	247	0.60983	28	1190.60869565217
PARP11	859	0.41343	31	2576.44444444444
PARP12	639	0.47504	35	1279.83333333333
PARP14	423	0.411725	47	3901
PARP15	311	0.402085	44	1995
PARP16	223	0.46007	53	1484.4
PARP2	401	0.41911	-7	990.272727272727
PARP3	370	0.43062	39	1458.77777777778
PARP4	606	0.443365	39	2220.66666666667
PARP6	260	0.47744	47	1541.31818181818
PARP8	1215	0.3610467	14	1877.04347826087
PARP9	404	0.38815	35	3025.85714285714
PARS2	343	0.48	23	2347
PARVA	318	0.4404967	-4	1820.55555555556
PARVB	393	0.5043767	34	1286.66666666667
PARVG	327	0.50319	30	1714.25
PASD1	NaN	0.404755	3	3630.5
PASK	278	0.5003	35	2439.8125
PATE1	493	0.41413	3	1021
PATE2	493	0.41413	3	1197.5
PATL1	409	0.41723	27	2256
PATZ1	237	0.48589	57	2697.16666666667
PAWR	395	0.395675	-8	1426.90909090909
PAX1	885	0.41932	-41	1441
PAX2	481	0.5055	19	2189
PAX3	682	0.385695	11	1945.9
PAX4	619	0.43749	-7	1497.16666666667
PAX5	542	0.48977	34	1504.875
PAX6	631	0.43389	-11	1558.16666666667
PAX7	598	0.508265	28	3166
PAX8	385	0.48142	36	1879.46153846154
PAX9	494	0.42566	-39	1849.66666666667
PAXIP1	628	0.48032	-6	2767.44444444444
PBK	229	0.41209	23	1296
PBLD	250	0.42886	17	1644
PBOV1	545	0.40246	21	2499
PBRM1	231	0.47464	47	3083.3
PBX1	624	0.41665	-24	1859.27272727273
PBX2	392	0.51762	28	1680.07352941176
PBX3	545	0.3931	36	1321.07692307692
PBX4	284	0.531615	-1	1075.6
PBXIP1	224	0.49725	35	1740.5
PC	187	0.491385	38	1583.57142857143
PCBD1	592	0.4255	29	709
PCBD2	696	0.4401	49	2041.5
PCBP1	156	0.44963	52	1748
PCBP2	191	0.47539	56	1463.46428571429
PCBP4	224	0.48285	38	1564.15789473684
PCCA	733	0.40203	33	1301.33333333333
PCCB	484	0.4238	25	1740.10526315789
PCDH1	281	0.51569	23	2767.3
PCDH10	1355	0.34249	-31	4481
PCDH11X	NaN	0.3597456	-21	5301.77777777778
PCDH12	321	0.47791	48	2533
PCDH15	1222	0.3496836	-41	4940.04347826087
PCDH17	1095	0.33955	-28	6007.5
PCDH18	686	0.37399	-17	3833.4
PCDH19	NaN	0.39073	-15	6908.5
PCDH20	1075	0.36418	-43	3995.66666666667
PCDH7	682	0.358096	6	2856.33333333333
PCDH8	638	0.45217	27	3786.5
PCDH9	831	0.3502318	-11	5157.4
PCDHA1	606	0.4071267	2	4099.66666666667
PCDHA2	606	0.4071267	2	3643
PCDHA3	606	0.4071267	2	3867.5
PCDHA4	606	0.4071267	2	3970.66666666667
PCDHA5	606	0.3989	-12	3943.33333333333
PCDHA6	606	0.3989	-12	3802.5
PCDHA7	606	0.3989	-12	3795.5
PCDHA8	606	0.3989	-12	3852.5
PCDHA9	606	0.3989	-12	6340.5
PCDHAC1	643	0.39089	-10	4191.5
PCDHAC2	643	0.39089	-10	5970
PCDHB1	724	0.38598	-11	2534
PCDHB10	724	0.38888	-11	3274
PCDHB11	724	0.38888	-11	2622
PCDHB12	724	0.38888	-11	2684.5
PCDHB13	724	0.38888	-11	3485
PCDHB14	708	0.41484	-15	2574
PCDHB15	708	0.41484	-15	2653
PCDHB16	724	0.38888	-11	4814
PCDHB2	724	0.38598	-11	2736
PCDHB3	724	0.38598	-11	3173
PCDHB4	724	0.38888	-11	3621
PCDHB5	724	0.38888	-11	2904
PCDHB6	724	0.38888	-11	2815
PCDHB7	724	0.38888	-11	3715
PCDHB8	724	0.38888	-11	2711
PCDHB9	724	0.38888	-11	4217
PCDHGA1	568	0.432205	2	3537
PCDHGA2	568	0.432205	2	3538.5
PCDHGA3	568	0.432205	2	4605
PCDHGB1	568	0.432205	2	4590
PCDHGB2	568	0.432205	2	4602
PCDHGB3	568	0.432205	2	4727
PCDHGB4	568	0.432205	2	4578
PCDHGB6	568	0.432205	2	4599
PCDHGB7	568	0.432205	2	4596
PCDHGC3	568	0.43579	9	4711
PCDHGC4	568	0.43579	9	4623
PCDHGC5	568	0.43579	9	4641
PCDP1	441	0.427755	17	1344.94444444444
PCF11	305	0.40926	10	2647.33333333333
PCGF1	315	0.52076	50	807.142857142857
PCGF2	207	0.519335	39	1790.42857142857
PCGF3	312	0.549665	27	1704.07142857143
PCGF5	410	0.39533	3	2142.2
PCGF6	125	0.447655	43	1636.5
PCID2	229	0.51114	38	1381.46666666667
PCIF1	209	0.50391	59	2035.5
PCK1	562	0.46523	-4	1670.875
PCK2	355	0.47845	19	1406.5625
PCLO	1075	0.346728	-27	5630.75
PCM1	253	0.37845	2	1801.91304347826
PCMT1	234	0.420275	40	1080.09090909091
PCMTD1	905	0.384555	2	1850.125
PCNA	385	0.45168	25	1351.5
PCNP	445	0.41006	14	1450.75
PCNX	420	0.39481	40	3088.8125
PCNXL2	581	0.41044	-1	1485.4347826087
PCNXL3	202	0.551905	49	2435.2
PCOLCE	242	0.529315	60	751.3
PCOLCE2	422	0.38672	15	896
PCP2	384	0.53139	33	616.5
PCP4	829	0.4309	-71	659
PCP4L1	293	0.47856	41	1424
PCSK1	288	0.39556	24	2341.5
PCSK1N	NaN	0.47555	29	825.666666666667
PCSK2	528	0.4077233	-40	3020
PCSK4	221	0.57248	38	1354
PCSK5	886	0.3944325	-24	4674.6
PCSK7	199	0.46496	41	2278.33333333333
PCSK9	230	0.5024	13	2542.5
PCTP	631	0.40001	-60	1865.125
PCYOX1	164	0.44619	36	1847.25
PCYOX1L	380	0.46341	28	2829
PCYT1A	207	0.485205	43	1136.75
PCYT1B	NaN	0.41848	31	2286
PDAP1	263	0.502025	56	972.25
PDC	492	0.35007	-7	964
PDCD1	487	0.556205	29	1166.33333333333
PDCD10	766	0.35858	-10	856.277777777778
PDCD11	147	0.464445	48	1485.5
PDCD1LG2	556	0.4006	37	2255.5
PDCD2	598	0.46845	-16	1414.14285714286
PDCD2L	292	0.46199	2	779
PDCD4	254	0.43904	9	1305.36363636364
PDCD5	455	0.41573	-32	652.125
PDCD6	530	0.511515	28	1406.81818181818
PDCD6IP	409	0.39231	9	1296.35294117647
PDCD7	189	0.47849	61	1239
PDCL	487	0.39372	10	1270.66666666667
PDCL2	456	0.38591	32	861
PDCL3	579	0.41684	9	885.333333333333
PDDC1	193	0.5497	48	1125
PDE10A	571	0.3863625	-26	4657.2
PDE11A	618	0.3903567	18	2009.14285714286
PDE12	422	0.39918	29	5906.5
PDE1A	401	0.3653825	-5	1736.15384615385
PDE1B	392	0.42758	33	2602.25
PDE1C	828	0.393655	6	2343.54545454545
PDE2A	193	0.476295	55	1346.59259259259
PDE3A	514	0.3610525	-28	3743.33333333333
PDE3B	539	0.38233	-14	3100.6
PDE4A	207	0.53674	38	2359.7
PDE4B	596	0.3763843	-8	1474.15789473684
PDE4C	210	0.54656	43	1925.05882352941
PDE4D	682	0.3753831	10	1744.74074074074
PDE5A	900	0.378225	-6	1863.91666666667
PDE6A	135	0.461025	43	4512.33333333333
PDE6B	489	0.51881	12	1158.58333333333
PDE6C	305	0.420775	19	1891.5
PDE6D	193	0.500445	33	895
PDE6H	476	0.39203	8	747
PDE7A	425	0.389535	37	1593.25
PDE7B	392	0.383624	6	3050.5
PDE8A	366	0.438645	27	2092.5
PDE8B	451	0.4131967	26	2580.66666666667
PDE9A	331	0.5045549	69	1635.34482758621
PDF	125	0.4246	20	1158
PDGFA	318	0.58324	9	1182
PDGFB	205	0.51267	60	1433
PDGFC	595	0.3601633	-24	1321.54545454545
PDGFD	992	0.37522	-10	2824.33333333333
PDGFRA	518	0.435665	27	1832.2
PDGFRB	228	0.47661	49	1377.54545454545
PDGFRL	220	0.421285	4	1486.25
PDHA1	NaN	0.40908	39	1475.38461538462
PDHA2	968	0.37001	-25	1387
PDHB	265	0.43442	35	1539.2
PDHX	258	0.386135	6	1102.25
PDIA2	205	0.53498	43	1239.57142857143
PDIA3	286	0.462	37	1481
PDIA4	279	0.48248	31	1361.66666666667
PDIA5	360	0.482095	44	1066
PDIA6	507	0.4744	50	1780.28571428571
PDIK1L	212	0.4882	23	2561
PDILT	823	0.44407	0	1376.5
PDK1	365	0.41142	23	2343.45454545455
PDK2	210	0.50551	20	949
PDK3	NaN	0.42072	34	1375.33333333333
PDK4	393	0.38591	-3	1479
PDLIM1	444	0.404825	6	801.6
PDLIM2	224	0.47442	45	1369
PDLIM3	422	0.3915	4	1566.90909090909
PDLIM4	191	0.449335	40	959.285714285714
PDLIM5	349	0.3727533	18	1632.65217391304
PDLIM7	347	0.58274	41	1022.70588235294
PDP1	423	0.42359	5	1718
PDP2	142	0.49416	34	1052.375
PDPK1	321	0.54428	42	1439.84210526316
PDPN	864	0.45798	9	1266.1
PDPR	137	0.43665	19	2829.5
PDRG1	386	0.47175	37	1385
PDS5A	175	0.41025	42	1792.8
PDS5B	471	0.3759367	50	2534.44444444444
PDSS1	540	0.40834	18	1061.6
PDSS2	588	0.418375	33	1588.75
PDX1	612	0.45161	38	2501
PDXDC1	214	0.48135	23	1967.33333333333
PDXK	170	0.48308	68	2062.61111111111
PDXP	180	0.54195	65	1790.5
PDYN	543	0.49934	28	2517.66666666667
PDZD11	NaN	0.41775	52	718.25
PDZD2	557	0.450014	6	2934.38461538462
PDZD3	195	0.50676	57	1575.2
PDZD4	NaN	0.57384	30	1545.11111111111
PDZD7	247	0.42962	40	1947.4
PDZD8	607	0.42471	5	2228.25
PDZD9	326	0.42043	44	1246.5
PDZK1IP1	414	0.42087	3	773
PDZRN3	888	0.4135067	-7	1811.07692307692
PDZRN4	1060	0.363784	-21	3192.5
PEA15	386	0.49453	29	1710
PEAR1	244	0.5148	38	2444
PEBP1	608	0.47099	17	1202.5
PEBP4	366	0.5022733	44	608
PECAM1	178	0.4558138	16	944.888888888889
PECR	419	0.42449	35	881.375
PEF1	197	0.48311	37	859.333333333333
PEG10	462	0.35079	4	2689
PELI1	441	0.39921	35	1400.75
PELI2	818	0.4005033	10	2413.66666666667
PELI3	194	0.49955	51	1688.875
PELO	388	0.37723	0	2618.5
PELP1	222	0.51179	26	1895.0625
PEMT	236	0.52133	12	742.230769230769
PENK	624	0.39182	-16	720.555555555556
PEPD	598	0.51604	-23	986.230769230769
PER1	202	0.52135	37	1474.47368421053
PER2	252	0.51209	28	2800
PER3	415	0.435975	23	2435.42857142857
PERP	484	0.40366	24	4290
PES1	330	0.4948	28	1415.61538461538
PET117	479	0.42713	-6	1141
PEX1	369	0.41454	28	2275.09090909091
PEX10	302	0.57738	24	1094.11111111111
PEX11A	190	0.47044	35	1159.6
PEX11G	308	0.51973	36	1012.25
PEX12	227	0.41199	14	1726.33333333333
PEX13	350	0.394	33	1745.2
PEX14	392	0.455825	27	1014
PEX16	291	0.52249	48	848.090909090909
PEX19	358	0.45343	25	1239
PEX2	757	0.37521	2	1951.57142857143
PEX26	239	0.48347	27	5753.5
PEX3	401	0.39053	13	1053.66666666667
PEX5	267	0.47636	27	1269.05
PEX5L	761	0.3894333	5	1921.55555555556
PEX6	259	0.48914	40	3087
PEX7	408	0.404165	33	1227.66666666667
PF4	408	0.37757	2	604
PF4V1	444	0.37403	6	522
PFAS	218	0.50919	18	1749.66666666667
PFDN1	185	0.44674	39	923.142857142857
PFDN2	250	0.48065	23	542.5
PFDN4	492	0.42031	-28	730.6
PFDN5	191	0.51035	49	662.578947368421
PFDN6	262	0.49526	30	919.342857142857
PFKFB1	NaN	0.408775	0	1518.66666666667
PFKFB2	155	0.4316	24	1955.88888888889
PFKFB3	399	0.4692	38	1981.88235294118
PFKFB4	223	0.52507	45	1246.44444444444
PFKL	308	0.59065	65	2741.41666666667
PFKM	255	0.44906	31	1197.90625
PFKP	438	0.47585	11	1009.66666666667
PFN1	231	0.52008	30	1001
PFN2	490	0.35772	17	931.529411764706
PFN3	261	0.53028	59	530
PFN4	385	0.44709	38	701.666666666667
PGA3	531	0.4981	47	1056.33333333333
PGA4	531	0.4981	47	925.375
PGA5	480	0.4986	43	849.5
PGAM1	188	0.50176	39	1171.33333333333
PGAM2	282	0.53555	56	857
PGAM4	NaN	0.39161	24	1678
PGAP1	370	0.37512	17	3333.72727272727
PGAP2	258	0.44623	23	1094.23684210526
PGAP3	226	0.55466	38	1451.9
PGBD1	502	0.40593	35	3107
PGBD3	224	0.40342	15	2468.33333333333
PGBD4	384	0.40347	1	2318
PGBD5	478	0.473455	10	2186.25
PGC	341	0.5333	47	850.5
PGD	383	0.42459	24	912.916666666667
PGF	222	0.50899	53	1543.125
PGGT1B	619	0.38928	9	1062.8
PGK1	NaN	0.39645	14	1477.71428571429
PGK2	1246	0.35853	2	1688
PGLS	206	0.52423	42	946.666666666667
PGLYRP1	261	0.50072	31	720
PGLYRP2	481	0.51767	33	1554.25
PGLYRP3	556	0.43135	24	1173
PGLYRP4	401	0.44954	32	1493.66666666667
PGM1	330	0.394205	3	1691.8
PGM2	603	0.41836	38	1797.42857142857
PGM2L1	143	0.40089	29	8515
PGM3	734	0.372145	8	1262.57142857143
PGM5	681	0.4007867	-4	1531.46153846154
PGP	224	0.62375	39	1816
PGPEP1	210	0.54543	39	1556.55555555556
PGPEP1L	248	0.46278	-20	1239
PGR	962	0.37211	-25	3592.125
PGRMC1	NaN	0.43871	19	1796.5
PGRMC2	189	0.38553	8	1832.85714285714
PGS1	209	0.53539	26	1298.5
PHACTR1	714	0.407305	17	1280
PHACTR2	363	0.40176	2	2123.91666666667
PHACTR3	818	0.4587225	-29	2059.7
PHACTR4	182	0.4503467	29	4200.25
PHAX	347	0.43264	15	1518.2
PHB	256	0.43053	23	784.461538461538
PHB2	211	0.51714	47	904.428571428571
PHC1	416	0.43756	12	1880.6
PHC2	413	0.47538	31	1891.07142857143
PHC3	426	0.39415	32	1942.29411764706
PHEX	NaN	0.4128533	14	2785.2
PHF1	236	0.49336	31	1027.93548387097
PHF10	447	0.43011	3	2067.25
PHF11	338	0.394515	53	917.777777777778
PHF12	220	0.49572	37	2059.94117647059
PHF13	259	0.53182	38	2239.5
PHF14	990	0.36897	-2	1606.13333333333
PHF16	NaN	0.4119	45	4934
PHF19	270	0.44688	39	1001.30769230769
PHF2	612	0.482875	29	4303.5
PHF20	136	0.4406033	44	1500.8125
PHF20L1	773	0.383795	-4	2835.42105263158
PHF21A	344	0.4350633	32	1508.90909090909
PHF21B	525	0.5164967	-5	1396.76923076923
PHF23	316	0.52047	21	1015.5
PHF3	371	0.375785	24	3346.08333333333
PHF5A	187	0.52348	73	627.333333333333
PHF6	NaN	0.37846	47	3440.33333333333
PHF7	229	0.54928	62	1093.44444444444
PHF8	NaN	0.419725	30	1809.44444444444
PHGDH	581	0.42876	19	1403.57142857143
PHIP	739	0.36003	0	8077
PHKA1	NaN	0.38737	18	5746.8
PHKA2	NaN	0.450345	35	1678.625
PHKB	885	0.381685	-3	1877.72222222222
PHKG1	642	0.46045	4	853.4
PHKG2	158	0.50883	61	1580
PHLDA1	438	0.40795	17	6905
PHLDA2	256	0.59387	34	955
PHLDA3	209	0.51055	26	917.5
PHLDB1	161	0.470755	46	2668.96551724138
PHLDB2	160	0.3934	4	3323.4
PHLDB3	166	0.489625	-19	1110.33333333333
PHLPP1	442	0.41144	34	2240.625
PHLPP2	366	0.431645	17	4367.7
PHOSPHO1	346	0.49511	27	1200.71428571429
PHOSPHO2	393	0.37734	35	708.2
PHOX2A	182	0.47979	58	1077.33333333333
PHOX2B	376	0.40054	22	1784
PHPT1	176	0.57812	44	900.571428571429
PHRF1	236	0.583315	49	4519.66666666667
PHTF1	398	0.380085	10	2097.21428571429
PHTF2	730	0.38666	25	2817.83333333333
PHYH	433	0.45854	33	1177.57142857143
PHYHD1	198	0.502035	21	1050.69230769231
PHYHIP	196	0.56341	50	1724.6
PHYHIPL	812	0.36398	-3	1927.2
PI15	824	0.37089	-13	4072.5
PI16	220	0.46662	41	1328
PI3	324	0.40284	25	577
PI4K2A	143	0.46509	54	2628.33333333333
PI4K2B	523	0.41256	28	2200.5
PI4KA	288	0.48617	42	1789.2380952381
PI4KB	184	0.46031	31	1927.28571428571
PIAS1	194	0.40242	31	1284.14285714286
PIAS2	618	0.42882	42	1328
PIAS4	207	0.56198	29	956.833333333333
PIBF1	533	0.36946	30	946.5
PICALM	313	0.393755	11	1134.4347826087
PICK1	200	0.53306	76	952.666666666667
PID1	675	0.3889325	-12	1589.33333333333
PIF1	205	0.5145	50	1381.88888888889
PIGA	NaN	0.41264	43	1689.85714285714
PIGB	487	0.42267	11	1071.58333333333
PIGC	450	0.39663	11	1175.5
PIGF	252	0.40983	35	1240.57142857143
PIGG	624	0.432515	19	1587.07142857143
PIGH	311	0.48064	46	770
PIGK	673	0.382525	-17	2311.16666666667
PIGL	163	0.42914	0	733.8125
PIGM	365	0.466185	15	4322
PIGN	442	0.37322	28	1096.65
PIGO	350	0.46554	42	3021.11111111111
PIGP	358	0.44952	51	1845.5
PIGQ	213	0.62626	39	1379.3125
PIGR	385	0.46985	26	1609
PIGS	225	0.48938	24	1361.0625
PIGT	382	0.46833	35	1637.55555555556
PIGU	190	0.443255	51	1144.33333333333
PIGV	188	0.47208	30	1358.14285714286
PIGW	556	0.49061	23	1467.33333333333
PIGX	446	0.46802	45	1362.45454545455
PIGY	295	0.4098	29	217
PIGZ	306	0.42838	29	1547.75
PIH1D1	290	0.53148	44	725.458333333333
PIH1D2	179	0.41302	31	966.428571428571
PIK3AP1	622	0.423075	28	2010.5
PIK3C2A	436	0.41839	10	2880.16666666667
PIK3C2B	188	0.47504	34	2373.25
PIK3C2G	986	0.35822	-31	3164
PIK3C3	1300	0.36631	13	1921.82352941176
PIK3CA	613	0.38477	11	2676
PIK3CB	424	0.39635	26	2030.21428571429
PIK3CD	204	0.53066	35	2441.71428571429
PIK3CG	700	0.41013	32	3134.2
PIK3IP1	221	0.45695	43	1840.28571428571
PIK3R1	619	0.41126	32	2346.44444444444
PIK3R2	226	0.52545	42	2050.14285714286
PIK3R3	318	0.43163	20	3376
PIK3R4	430	0.38439	17	1211.875
PIK3R5	636	0.463895	10	1609.47058823529
PIK3R6	636	0.45436	11	2995.75
PIKFYVE	539	0.399415	10	2771.11111111111
PILRA	204	0.49082	54	930.714285714286
PILRB	204	0.49082	54	1728.6
